1 601318 中國平安 230,164,002 499,541,598 729,705,600 
2 600519 貴州茅台 390,926,555 271,856,580 662,783,135 
3 600887 伊利股份 312,005,958 344,372,050 656,378,008 
4 600030 中信證券 155,067,069 154,202,261 309,269,330 
5 600276 恒瑞醫藥 94,388,619 117,957,836 212,346,455 
6 600585 海螺水泥 98,356,612 112,432,597 210,789,209 
7 601888 中國國旅 112,702,171 89,046,195 201,748,366 
8 600036 招商銀行 70,786,789 114,586,967 185,373,756 
9 600066 宇通客車 90,315,031 81,766,575 172,081,606 
10 600019 寶鋼股份 99,748,092 61,972,943 161,721,035 

1 651 格力電器 400,248,349 488,804,819 889,053,168 
2 2415 海康威視 131,872,700 389,254,172 521,126,872 
3 2 萬科Ａ 190,167,700 218,272,707 408,440,407 
4 858 五糧液 137,887,388 181,812,713 319,700,101 
5 333 美的集團 123,106,462 186,140,788 309,247,250 
6 2008 大族激光 174,257,457 31,467,682 205,725,139 
7 725 京東方Ａ 141,901,058 51,350,960 193,252,018 
8 2304 洋河股份 59,150,243 120,158,318 179,308,561 
9 423 東阿阿膠 5,624,263 139,070,788 144,695,051 
10 538 雲南白藥 36,796,170 100,046,721 136,842,891 
