1 601318 中國平安 240,472,307 359,540,237 600,012,544 
2 600276 恒瑞醫藥 287,726,210 258,363,798 546,090,008 
3 600519 貴州茅台 119,340,341 374,305,071 493,645,412 
4 600036 招商銀行 184,653,446 267,525,471 452,178,917 
5 600887 伊利股份 78,028,893 281,011,916 359,040,809 
6 601668 中國建築 56,404,999 152,379,851 208,784,850 
7 601888 中國國旅 100,940,440 105,813,960 206,754,400 
8 601166 興業銀行 78,685,041 111,915,541 190,600,582 
9 600585 海螺水泥 27,949,235 161,688,873 189,638,108 
10 600104 上汽集團 66,911,875 106,406,462 173,318,337 

1 333 美的集團 132,113,523 456,640,131 588,753,654 
2 651 格力電器 147,145,793 196,664,872 343,810,665 
3 2415 海康威視 58,224,113 229,803,096 288,027,209 
4 2 萬科Ａ 47,018,506 212,289,935 259,308,441 
5 858 五糧液 27,017,990 121,798,006 148,815,996 
6 2027 分眾傳媒 41,825,086 104,810,849 146,635,935 
7 2304 洋河股份 47,059,047 81,953,719 129,012,766 
8 300003 樂普醫療 36,168,222 76,763,788 112,932,010 
9 1 平安銀行 27,635,272 75,901,594 103,536,866 
10 2007 華蘭生物 47,464,230 34,051,769 81,515,999 
