1 600276 恒瑞醫藥 602,145,780 332,884,903 935,030,683 
2 601318 中國平安 358,029,454 504,226,106 862,255,560 
3 600519 貴州茅台 197,098,042 654,052,987 851,151,029 
4 600585 海螺水泥 188,606,250 363,261,029 551,867,279 
5 601888 中國國旅 151,850,225 340,060,072 491,910,297 
6 600036 招商銀行 117,782,854 291,682,610 409,465,464 
7 600048 保利地產 183,478,606 136,166,711 319,645,317 
8 600887 伊利股份 133,388,694 163,693,418 297,082,112 
9 600019 寶鋼股份 151,617,174 93,668,625 245,285,799 
10 600690 青島海爾 71,369,057 164,393,697 235,762,754 

1 2415 海康威視 200,489,025 249,972,002 450,461,027 
2 333 美的集團 214,629,529 208,599,291 423,228,820 
3 858 五糧液 238,664,586 157,773,277 396,437,863 
4 651 格力電器 167,393,913 182,714,052 350,107,965 
5 2304 洋河股份 135,172,335 144,763,295 279,935,630 
6 2027 分眾傳媒 112,027,910 144,481,389 256,509,299 
7 300015 愛爾眼科 157,051,410 21,726,582 178,777,992 
8 2008 大族激光 118,724,747 46,798,489 165,523,236 
9 2 萬科Ａ 87,737,029 75,617,867 163,354,896 
10 300124 匯川技術 47,698,473 109,001,721 156,700,194 
